code,name,network_id,network_region,description,npi_id,location,units,created_at,updated_at
KENNEDY,Kennedy Energy Park,NEM,QLD1,"<p>Kennedy Energy Park is a world-first wind, solar and energy storage facility located in Flinders Shire in central north Queensland. The project is owned by Windlab and Eurus. Construction has commenced and it will be generating by late 2019.</p>",,lat=-20.872792 lng=144.413034,"[FacilityUnit(code='KEPBG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=2.0, capacity_maximum=2.0, capacity_storage=4.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2021, 7, 9, 17, 10, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 55, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 1, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 5, 51, tzinfo=TzInfo(0)))]",2023-10-18 04:35:01+00:00,2025-08-04 07:06:27+00:00
KESS1,Koorangie,NEM,VIC1,"<p>Currently in the development phase, the new lithium-ion battery will be connected to AusNet’s 220kV transmission network and provide system strength to the Murray River Renewable Energy Zone (REZ).</p><p>Edify has been awarded a System Support Agreement with the Australian Energy Market Operator (AEMO) to provide 125 megawatts (MW) of services to strengthen the power system and increase the potential for generation in the Murray River region. The objective for KESS is to increase the renewable hosting capacity of the Murray River REZ by up to 300MW, through the provision of system strength to improve network stability.</p>",,lat=-35.735367 lng=143.754813,"[FacilityUnit(code='KESSG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=185.0, capacity_maximum=185.0, capacity_storage=370.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 2, 14, 14, 25, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 2, 15, 1, 9, 41, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 3, 14, 5, 14, 25, tzinfo=TzInfo(0)))]",2024-12-01 23:23:15+00:00,2025-08-26 01:09:05+00:00
LBBESS,Lake Bonney,NEM,SA1,"<p>The 25 MW / 52 MWh Battery Energy Storage System is co-located with the Lake Bonney Wind Farms near Millicent in South Australia. The battery was energised in 2019.</p><p>Iberdrola Australia entered into funding agreements with the South Australian (SA) Government and the Australian Renewable Energy Agency (ARENA) to co-fund the ~$38 million development. The SA Government and ARENA are each contributing up to $5 million in funding.</p><p>The battery assists Iberdrola Australia in managing the intermittency risk associated with renewable energy. It also participates in the volatile Frequency Control Ancillary Services (FCAS) markets, providing Iberdrola Australia with a degree of hedging against FCAS costs. In addition, the battery contributes towards system reliability for our customers - and the network as a whole - in South Australia.</p>",,lat=-37.738787 lng=140.384672,"[FacilityUnit(code='LBBG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=25.0, capacity_maximum=25.0, capacity_storage=52.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2019, 10, 16, 13, 45, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 18, 30, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 4, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 6, 39, 36, tzinfo=TzInfo(0)))]",2023-10-18 04:35:04+00:00,2025-08-05 06:07:14+00:00
LVES,Latrobe Valley,NEM,VIC1,"<p>The Latrobe Valley BESS (Battery Energy Storage System) is a 100 MW Battery Energy Storage System located beside the existing Morwell Terminal Station on Monash Way, just south of the Princes Freeway.</p><p>The Latrobe Valley BESS is now under construction and when complete will improve the reliability of the electricity network by storing power for use during peak periods.</p>",,lat=-38.258183 lng=146.418614,"[FacilityUnit(code='LVESG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=140.0, capacity_maximum=100.0, capacity_storage=200.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 4, 8, 9, 20, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 40, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 2, 14, 3, 53, 52, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 4, 11, 5, 37, 48, tzinfo=TzInfo(0)))]",2024-12-02 00:07:06+00:00,2025-10-06 23:48:06+00:00
LIMBESS,Limondale,NEM,NSW1,"<p>RWE has started construction of Australia&#x27;s first eight-hour Battery Energy Storage System (BESS), near Balranald, in New South Wales.</p><p>The landmark project has a planned capacity of 50+ megawatts (MW) and 400+ megawatt hours (MWh). The BESS will be located next to our existing 249 MWac Limondale Solar Farm – which is one of Australia’s largest – and will connect to the existing 33kV transmission line.</p><p>Tesla will supply 144 Megapack batteries for the eight-hour lithium-ion BESS, which was the only successful project in New South Wales’ first Long Duration Storage Long-Term Energy Service Agreements tender process.</p><p><br/></p>",,lat=-34.769354 lng=143.559464,"[FacilityUnit(code='LIMBESSG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=141.0, capacity_maximum=50.0, capacity_storage=536.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 10, 20, 8, 45, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 19, 15, 50, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 4, 7, 1, 30, 34, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 10, 16, 0, 59, 57, tzinfo=TzInfo(0)))]",2025-02-14 01:01:51+00:00,2025-10-16 00:54:54+00:00
MANNUMB,Mannum,NEM,SA1,"<p>The BESS will store excess renewable energy to supply to the electricity grid during peak demand periods, to support consistency of renewable energy supply. This means a cleaner, more reliable power grid for South Australians.</p><p>The BESS can send 100 megawatts of power into the electricity grid for up to two hours – enough to power about 16,000 South Australian homes each day.</p>",,lat=-34.917537 lng=139.262695,"[FacilityUnit(code='MANNUMBG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=131.7, capacity_maximum=100.0, capacity_storage=200.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 5, 13, 7, 10, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 3, 19, 2, 51, 39, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 12, 23, 19, 1, tzinfo=TzInfo(0)))]",2025-05-14 00:05:29+00:00,2025-08-26 01:33:15+00:00
0MREH,Melbourne A1,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the first stage of Side A</p>",,lat=-37.661274 lng=144.726302,"[FacilityUnit(code='MREHAG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=215.8, capacity_maximum=200.0, capacity_storage=400.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 8, 12, 11, 10, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 2, 6, 4, 16, 29, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 8, 11, 23, 19, 16, tzinfo=TzInfo(0)))]",2024-12-02 00:28:14+00:00,2025-09-15 01:16:51+00:00
0MREHA2,Melbourne A2,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the second stage of Side A</p>",,lat=-37.663934 lng=144.726927,"[FacilityUnit(code='MREHAG2', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=215.8, capacity_maximum=200.0, capacity_storage=400.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 8, 25, 16, 25, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 20, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 8, 11, 23, 44, 47, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 8, 26, 7, 0, 11, tzinfo=TzInfo(0)))]",2025-08-11 23:30:20+00:00,2025-09-15 01:17:31+00:00
MREHA3,Melbourne A3,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the third stage of Side A</p>",,lat=-37.663819 lng=144.726859,"[FacilityUnit(code='MREHAG3', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=215.4, capacity_maximum=200.0, capacity_storage=800.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 10, 1, 13, 50, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 40, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 8, 12, 0, 5, 49, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 9, 29, 23, 30, 11, tzinfo=TzInfo(0)))]",2025-08-11 23:48:53+00:00,2025-09-15 01:18:16+00:00
PIBESS,Phillip Island,NEM,VIC1,"<p>The $10 million Phillip Island Community Energy Storage System (PICESS) is the first of its kind on the island. Mondo, working with project delivery partner TEC-C, built the battery on behalf of AusNet to provide the community of Phillip Island with a battery that will provide energy support during peak periods.</p>",,lat=-38.483293 lng=145.22488,"[FacilityUnit(code='PIBESSG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=7.0, capacity_maximum=5.0, capacity_storage=10.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2023, 4, 19, 9, 10, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 14, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 20, 2, 56, 38, tzinfo=TzInfo(0)))]",2023-10-18 04:35:14+00:00,2025-09-15 02:16:11+00:00
QBYNB,Queanbeyan,NEM,NSW1,"<p>As part of the commitments associated with the Berrybank 2 wind farm, GPG is committed to installing a 20 MW battery energy storage system located within the Australian Capital Territory, which will support the ACT distribution network at the Queanbeyan substation, in partnership with TransGrid, the region’s distribution network service provider.</p>",,lat=-35.339311 lng=149.215101,"[FacilityUnit(code='QBYNBG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=10.0, capacity_maximum=10.0, capacity_storage=20.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2022, 7, 7, 9, 5, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 7, 15, 25, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 16, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 20, 3, 16, 44, tzinfo=TzInfo(0)))]",2024-10-31 00:20:41+00:00,2025-01-08 03:59:36+00:00
RANGEB,Rangebank,NEM,VIC1,"<p>The Rangebank BESS (Battery Energy Storage System) is an industrial scale BESS to be located in Cranbourne West, Victoria, Australia.<br/>It will provide 200MW / 400MWh capacity of reliable and flexible energy solutions.</p>",,lat=-38.0852 lng=145.259434,"[FacilityUnit(code='RANGEB1G1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=260.0, capacity_maximum=200.0, capacity_storage=400.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2024, 8, 27, 11, 55, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 11, 9, 10, 29, 42, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 20, 3, 23, 55, tzinfo=TzInfo(0)))]",2024-10-13 04:34:58+00:00,2025-08-26 00:33:31+00:00
RESS,Riverina 1,NEM,NSW1,"<p>The combined 150MW / 300MWh Riverina and Darlington Point Energy Storage Systems is located adjacent to TransGrid’s Darlington Point Substation in the Murrumbidgee Shire, South West NSW.</p><p>Developed by Edify, the lithium-ion battery serves to add more flexible dispatchable capacity to the NSW market and complement the significant presence of renewable generation in the region.</p>",,lat=-34.646668 lng=146.034982,"[FacilityUnit(code='RESS1G', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=80.0, capacity_maximum=60.0, capacity_storage=120.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2023, 6, 2, 7, 15, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 5, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 17, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 20, 3, 27, 52, tzinfo=TzInfo(0)))]",2023-10-18 04:35:17+00:00,2025-08-26 01:56:43+00:00
RIVNB,Riverina 2,NEM,NSW1,"<p>The combined 150MW / 300MWh Riverina and Darlington Point Energy Storage Systems is located adjacent to TransGrid’s Darlington Point Substation in the Murrumbidgee Shire, South West NSW.</p><p>Developed by Edify, the lithium-ion battery serves to add more flexible dispatchable capacity to the NSW market and complement the significant presence of renewable generation in the region.</p>",,lat=-34.646624 lng=146.035025,"[FacilityUnit(code='RIVNBG2', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=65.0, capacity_maximum=65.0, capacity_storage=130.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2023, 6, 25, 11, 5, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 20, 0, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 17, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 20, 3, 29, 20, tzinfo=TzInfo(0)))]",2024-11-11 23:10:29+00:00,2025-08-26 01:56:59+00:00
SMTHBES1,Smithfield,NEM,NSW1,"<p>The Smithfield Battery Energy Storage System (BESS) is a 65 MW / 130 MWh battery system currently under development. The project is located on Darug land in Smithfield, approximately 30km from Sydney CBD.</p><p>This project will be co-located with the existing operational Smithfield Open Cycle Gas Turbine Gas Peaker plant owned by Iberdrola Australia.</p>",,lat=-33.849972 lng=150.947448,"[FacilityUnit(code='SMTHBES1G1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=69.4, capacity_maximum=65.0, capacity_storage=130.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 9, 9, 9, 45, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 55, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 4, 16, 3, 47, 29, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 10, 6, 23, 59, 45, tzinfo=TzInfo(0)))]",2025-01-17 01:26:01+00:00,2025-09-09 00:55:14+00:00
SNB1,Supernode,NEM,QLD1,"<p>The South Pine switchyard is the central node of the Queensland electricity transmission network, 80% of Queensland’s total electricity flows through this ‘supernode’ on a daily basis. Quinbrook’s Supernode Data Centre and Battery Energy Storage Site (‘BESS’) site, located adjacent to the South Pine switchyard, will host one of the largest battery storage installations in the Australian National Electricity Market. The 750 MW (2 – 4 Hour) BESS offers large power users an innovative solution to obtain stable power supply and overcome the critical stability issues facing the Queensland power grid as recently identified by AEMO.</p>",,lat=-27.458521 lng=153.111745,"[FacilityUnit(code='SNBG01', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=337.4, capacity_maximum=260.0, capacity_storage=545.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 10, 17, 12, 35, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 28, 19, 10, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 2, 6, 5, 41, 31, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 10, 29, 22, 48, 11, tzinfo=TzInfo(0)))]",2025-02-06 05:11:12+00:00,2025-09-16 05:13:43+00:00
SWANBBF,Swanbank,NEM,QLD1,"<p>Formerly the home of two coal-fired power stations (A and B), CleanCo is redeveloping our Swanbank site into a Clean Energy Hub featuring a range of future energy generation and storage technologies.</p><p>The first major project is the Swanbank Battery - the first big battery to be built in Ipswich.</p>",,lat=-27.65619 lng=152.817139,"[FacilityUnit(code='SWANBBFG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=331.2, capacity_maximum=250.0, capacity_storage=500.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 11, 8, 0, 5, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 27, 14, 40, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 2, 6, 5, 2, 51, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 11, 10, 22, 27, 10, tzinfo=TzInfo(0)))]",2025-02-06 04:52:33+00:00,2025-11-09 23:10:12+00:00
TB2SF,Tailem Bend 2,NEM,SA1,"<p>The Tailem Bend 2 Hybrid Project is the second stage of the Tailem Bend Project and is immediately co-located, with the Tailem Bend Solar 1 Project that is situated immediately south of Substation Road. The Hybrid Project incorporates a second solar farm, a battery energy storage system, and the construction of a new bay in the existing Coorong Substation.</p>",,lat=-35.28 lng=139.49,"[FacilityUnit(code='TB2BL1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=50.0, capacity_maximum=41.0, capacity_storage=84.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2024, 7, 3, 9, 25, tzinfo=TzInfo(36000)), data_last_seen=datetime.datetime(2025, 11, 30, 19, 35, tzinfo=TzInfo(36000)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 24, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 1, 7, 3, 56, 14, tzinfo=TzInfo(0)))]",2023-10-18 04:35:24+00:00,2025-09-15 01:47:20+00:00
